symbol,direction,entry_price,rsi,atr,macd,trend_score,momentum_score,volatility_score,session,sl,tp,mfe,mae,label
EURUSD,BUY,1.171646,16.679176,0.000767,-2.3e-05,75.0,33.320824,0.000457,asia,1.1705,1.17356,0.000412,-0.002466,0
EURUSD,SELL,1.169591,30.760868,0.000813,-0.000749,75.0,19.239132,0.000477,london,1.17081,1.16756,0.001366,0.0,0
EURUSD,SELL,1.171646,49.273223,0.001262,-0.000605,40.0,0.726777,0.000653,new_york,1.17354,1.16849,0.004921,-0.002739,1
EURUSD,SELL,1.171509,75.576907,0.00093,-0.000153,75.0,25.576907,0.000636,asia,1.1729,1.16918,0.002738,-0.00096,1
EURUSD,SELL,1.170138,36.676517,0.000656,-0.000254,65.0,13.323483,0.000389,london,1.17112,1.1685,0.000137,0.0,0
EURUSD,SELL,1.16918,39.344543,0.001056,-0.000318,65.0,10.655457,0.000516,new_york,1.17076,1.16654,0.003272,-0.002183,1
EURUSD,SELL,1.167815,35.710191,0.001249,-0.000749,65.0,14.289809,0.000622,asia,1.16969,1.16469,0.001906,-0.00109,0
EURUSD,SELL,1.169864,62.088657,0.001121,-0.000651,65.0,12.088657,0.000697,london,1.17155,1.16706,0.000547,0.0,0
EURUSD,SELL,1.172883,74.98887,0.001594,0.000823,75.0,24.98887,0.000948,new_york,1.17527,1.1689,0.00055,0.0,0
EURUSD,BUY,1.173434,65.572022,0.001139,0.001173,75.0,15.572022,0.000914,asia,1.17173,1.17628,0.003868,-0.001101,1
EURUSD,BUY,1.173709,47.999031,0.000807,0.001294,40.0,2.000969,0.000845,london,1.1725,1.17573,0.002347,-0.000138,1
EURUSD,BUY,1.173709,50.601569,0.001391,0.001257,40.0,0.601569,0.000661,new_york,1.17162,1.17719,0.000276,-0.0022,0
EURUSD,BUY,1.172333,32.85132,0.001222,-0.000132,75.0,17.14868,0.000716,london,1.1705,1.17539,0.000275,-0.003016,0
EURUSD,SELL,1.170138,37.883474,0.001206,-0.000781,65.0,12.116526,0.000692,new_york,1.17195,1.16712,0.002187,-0.001368,0
EURUSD,SELL,1.169591,37.488667,0.001252,-0.001197,65.0,12.511333,0.00068,asia,1.17147,1.16646,0.001639,-0.00082,0
EURUSD,SELL,1.169454,46.872019,0.000732,-0.001173,40.0,3.127981,0.000606,london,1.17055,1.16762,0.00082,0.0,0
EURUSD,SELL,1.171097,71.077205,0.000889,-0.000253,75.0,21.077205,0.000328,new_york,1.17243,1.16887,0.00219,-0.001096,0
EURUSD,SELL,1.171783,68.896496,0.000998,0.000155,75.0,18.896496,0.000445,asia,1.17328,1.16929,0.000275,0.0,0
EURUSD,BUY,1.173847,74.076693,0.00105,0.001134,75.0,24.076693,0.000584,london,1.17227,1.17647,0.003455,-0.000138,1
EURUSD,BUY,1.175641,61.579254,0.001639,0.001724,65.0,11.579254,0.000971,new_york,1.17318,1.17974,0.002493,-0.002895,0
EURUSD,BUY,1.175088,32.159924,0.001167,0.001013,75.0,17.840076,0.000953,asia,1.17334,1.178,0.003046,-0.000138,1
EURUSD,BUY,1.177024,67.508893,0.00078,0.000842,75.0,17.508893,0.000598,london,1.17585,1.17897,0.001109,-0.002902,0
EURUSD,BUY,1.176747,52.829453,0.00094,0.000652,40.0,2.829453,0.000557,new_york,1.17534,1.1791,0.000139,-0.002625,0
EURUSD,BUY,1.173434,25.87007,0.001145,-0.000773,75.0,24.12993,0.000641,asia,1.17172,1.1763,0.003314,-0.000551,1
EURUSD,SELL,1.174674,45.643341,0.000876,-0.000353,40.0,4.356659,0.000547,london,1.17599,1.17248,0.0,0.0,0
EURUSD,SELL,1.177718,78.837321,0.001028,0.000544,75.0,28.837321,0.000535,new_york,1.17926,1.17515,0.003044,-0.002077,1
EURUSD,BUY,1.177302,50.0,0.000991,0.000568,40.0,0.0,0.000608,asia,1.17582,1.17978,0.0,-0.001937,0
EURUSD,BUY,1.177579,49.090454,0.000851,0.000492,40.0,0.909546,0.000601,london,1.1763,1.17971,0.001527,-0.001385,0
EURUSD,BUY,1.177718,59.612235,0.000901,0.000587,65.0,9.612235,0.000641,new_york,1.17637,1.17997,0.001389,-0.001524,0
EURUSD,BUY,1.177024,48.002749,0.000823,0.000134,40.0,1.997251,0.000554,asia,1.17579,1.17908,0.000277,-0.001384,0
EURUSD,BUY,1.17495,27.680533,0.000791,-0.000547,75.0,22.319467,0.0005,london,1.17376,1.17693,0.000414,-0.001792,0
EURUSD,SELL,1.173158,25.496038,0.001005,-0.000914,75.0,24.503962,0.000488,new_york,1.17467,1.17064,0.0,0.0,0
EURUSD,SELL,1.174122,46.152481,0.000876,-0.000833,40.0,3.847519,0.00048,asia,1.17544,1.17193,0.003025,-0.001514,1
EURUSD,SELL,1.170686,6.464601,0.000698,-0.001181,75.0,43.535399,0.000508,london,1.17173,1.16894,0.000685,0.0,0
EURUSD,SELL,1.171234,30.73763,0.000941,-0.000971,75.0,19.26237,0.000486,new_york,1.17265,1.16888,0.002874,-0.001096,1
EURUSD,SELL,1.172058,55.56092,0.000686,-0.00046,65.0,5.56092,0.000508,asia,1.17309,1.17034,0.001783,-0.000961,1
EURUSD,SELL,1.171509,52.939674,0.000588,-0.000417,40.0,2.939674,0.000401,london,1.17239,1.17004,0.001508,-0.000686,1
EURUSD,SELL,1.167951,22.488327,0.0009,-0.000898,75.0,27.511673,0.000401,new_york,1.1693,1.1657,0.002314,-0.001363,1
EURUSD,SELL,1.166045,6.80808,0.000839,-0.001216,75.0,43.19192,0.000407,asia,1.1673,1.16395,0.002307,-0.000951,1
EURUSD,SELL,1.163603,14.892227,0.000854,-0.001837,75.0,35.107773,0.000408,london,1.16488,1.16147,0.001487,0.0,0
EURUSD,SELL,1.163332,37.302692,0.001238,-0.001708,65.0,12.697308,0.000698,new_york,1.16519,1.16024,0.002161,-0.001082,0
EURUSD,SELL,1.162115,29.976646,0.001024,-0.001411,75.0,20.023354,0.000722,asia,1.16365,1.15956,0.000405,0.0,0
EURUSD,SELL,1.163873,58.932141,0.00084,-0.000406,65.0,8.932141,0.000537,london,1.16513,1.16177,0.000812,0.0,0
EURUSD,SELL,1.16523,65.143801,0.001123,0.000448,75.0,15.143801,0.000637,new_york,1.16691,1.16242,0.003385,-0.002574,1
EURUSD,BUY,1.165094,53.519646,0.001144,0.000583,40.0,3.519646,0.000796,asia,1.16338,1.16795,0.0,-0.001762,0
EURUSD,BUY,1.16225,23.430837,0.000785,-5.5e-05,75.0,26.569163,0.000687,london,1.16107,1.16421,0.000676,-0.001753,0
EURUSD,SELL,1.161575,31.007988,0.001013,-0.000835,75.0,18.992012,0.000527,new_york,1.16309,1.15904,0.002826,-0.001751,1
EURUSD,SELL,1.159958,32.603888,0.000895,-0.00105,75.0,17.396112,0.000509,asia,1.1613,1.15772,0.001344,-0.000135,0
EURUSD,SELL,1.159286,28.578205,0.000789,-0.001129,75.0,21.421795,0.000478,london,1.16047,1.15731,0.000134,0.0,0
EURUSD,SELL,1.16225,61.030448,0.00129,-4.5e-05,65.0,11.030448,0.000664,new_york,1.16419,1.15903,0.004038,-0.001888,1
EURUSD,SELL,1.162926,66.663051,0.001177,0.000566,75.0,16.663051,0.000691,asia,1.16469,1.15998,0.002968,-0.000541,1
EURUSD,BUY,1.163061,50.0,0.000936,0.000404,40.0,0.0,0.000759,london,1.16166,1.1654,0.00027,-0.002699,0
EURUSD,BUY,1.162791,52.385461,0.001666,-0.00011,40.0,2.385461,0.00084,new_york,1.16029,1.16696,0.000541,-0.002698,0
EURUSD,SELL,1.16144,58.054447,0.001271,4e-05,65.0,8.054447,0.000881,asia,1.16335,1.15826,0.002154,-0.000943,0
EURUSD,SELL,1.160766,27.591668,0.000665,-0.000296,75.0,22.408332,0.000686,london,1.16176,1.1591,0.001077,-0.000269,0
EURUSD,SELL,1.16171,51.221091,0.001011,-0.000118,40.0,1.221091,0.000352,new_york,1.16323,1.15918,0.001348,-0.001079,0
EURUSD,SELL,1.164144,73.85303,0.001186,0.000667,75.0,23.85303,0.000821,asia,1.16592,1.16118,0.002029,-0.001354,0
EURUSD,BUY,1.164687,72.869282,0.000938,0.000786,75.0,22.869282,0.000813,london,1.16328,1.16703,0.000815,-0.001625,0
EURUSD,BUY,1.164687,51.611989,0.000678,0.000795,40.0,1.611989,0.0008,new_york,1.16367,1.16638,0.000407,-0.001355,0
EURUSD,BUY,1.163738,27.997187,0.000571,0.000464,75.0,22.002813,0.000319,asia,1.16288,1.16517,0.001084,-0.001488,0
EURUSD,BUY,1.164551,48.484202,0.000687,0.000145,40.0,1.515798,0.000287,london,1.16352,1.16627,0.000271,-0.001084,0
EURUSD,SELL,1.163332,50.0,0.000793,-0.000401,40.0,0.0,0.000402,new_york,1.16452,1.16135,0.00027,0.0,0
EURUSD,SELL,1.164144,55.559906,0.000715,-6.6e-05,65.0,5.559906,0.000372,asia,1.16522,1.16236,0.000135,0.0,0
EURUSD,SELL,1.16428,57.13855,0.000881,0.000206,65.0,7.13855,0.000338,london,1.1656,1.16208,0.000542,0.0,0
EURUSD,BUY,1.163332,39.535978,0.001317,-7.5e-05,65.0,10.464022,0.000412,new_york,1.16136,1.16662,0.000677,-0.002026,0
EURUSD,SELL,1.161575,26.521066,0.001112,-0.000435,75.0,23.478934,0.000452,asia,1.16324,1.1588,0.002558,-0.00202,0
EURUSD,SELL,1.160766,38.875927,0.001021,-0.000743,65.0,11.124073,0.000669,london,1.1623,1.15821,0.0,0.0,0
EURUSD,SELL,1.165094,74.676835,0.001256,0.000492,75.0,24.676835,0.000882,new_york,1.16698,1.16195,0.002168,-0.000814,0
EURUSD,BUY,1.164822,57.136881,0.000902,0.000563,65.0,7.136881,0.000632,asia,1.16347,1.16708,0.000951,-0.001896,0
EURUSD,BUY,1.164687,45.610572,0.000872,0.000498,40.0,4.389428,0.000583,london,1.16338,1.16687,0.002992,-0.000271,1
EURUSD,BUY,1.166861,61.72905,0.001213,0.001045,65.0,11.72905,0.00076,new_york,1.16504,1.16989,0.000409,-0.002039,0
EURUSD,BUY,1.164687,46.305491,0.000904,-1.6e-05,40.0,3.694509,0.000719,asia,1.16333,1.16695,0.002174,-0.003247,0
EURUSD,BUY,1.164958,40.003119,0.000708,6.2e-05,65.0,9.996881,0.000477,london,1.1639,1.16673,0.000407,-0.003518,0
EURUSD,SELL,1.163467,40.784981,0.001103,-0.0006,65.0,9.215019,0.000836,new_york,1.16512,1.16071,0.000271,0.0,0
EURUSD,SELL,1.163738,77.398721,0.000725,-0.00053,75.0,27.398721,0.000766,asia,1.16482,1.16193,0.0,0.0,0
EURUSD,SELL,1.165365,67.748157,0.00062,3e-06,75.0,17.748157,0.00037,london,1.1663,1.16382,0.002304,-0.001085,1
EURUSD,SELL,1.163603,46.941193,0.000949,-0.000255,40.0,3.058807,0.000476,new_york,1.16503,1.16123,0.002702,-0.001623,1
EURUSD,SELL,1.163061,34.984472,0.000793,-0.000162,75.0,15.015528,0.000409,asia,1.16425,1.16108,0.00216,-0.001081,1
EURUSD,SELL,1.162115,37.135078,0.000685,-0.00057,65.0,12.864922,0.000421,london,1.16314,1.1604,0.002022,-0.000135,1
EURUSD,SELL,1.160093,33.335789,0.000886,-0.000976,75.0,16.664211,0.000498,new_york,1.16142,1.15788,0.000269,0.0,0
EURUSD,SELL,1.160901,52.939799,0.000722,-0.00051,40.0,2.939799,0.000501,asia,1.16198,1.1591,0.000673,0.0,0
EURUSD,SELL,1.164551,80.795748,0.000867,0.000265,75.0,30.795748,0.000425,london,1.16585,1.16238,0.002841,-0.002031,1
EURUSD,BUY,1.161575,51.781862,0.000869,0.000265,40.0,1.781862,0.000474,new_york,1.16027,1.16375,0.002434,-0.000405,1
EURUSD,BUY,1.161845,13.614496,0.000502,0.000127,75.0,36.385504,0.000436,asia,1.16109,1.1631,0.002164,-0.000135,1
EURUSD,BUY,1.164415,100.0,0.000551,0.000674,75.0,50.0,0.000302,london,1.16359,1.16579,0.000136,-0.005398,0
EURUSD,SELL,1.152871,18.614203,0.001602,-0.002546,75.0,31.385797,0.0012,new_york,1.15527,1.14886,0.00252,-0.001195,0
EURUSD,SELL,1.153403,23.678185,0.001122,-0.002238,75.0,26.321815,0.00118,asia,1.15509,1.1506,0.003052,-0.001727,1
EURUSD,SELL,1.154468,61.031636,0.001243,-0.001829,65.0,11.031636,0.000519,london,1.15633,1.15136,0.001331,-0.001065,0
EURUSD,SELL,1.153536,62.48833,0.001055,-0.001035,65.0,12.48833,0.000512,asia,1.15512,1.1509,0.000399,-0.000133,0
EURUSD,SELL,1.154868,53.492391,0.000685,0.000105,40.0,3.492391,0.000467,asia,1.1559,1.15316,0.0008,0.0,0
EURUSD,BUY,1.157809,81.668004,0.000772,0.001049,75.0,31.668004,0.000456,london,1.15665,1.15974,0.000268,-0.001473,0
EURUSD,BUY,1.154734,50.0,0.001173,0.000332,40.0,0.0,0.000616,asia,1.15297,1.15767,0.002807,-0.001997,0
EURUSD,BUY,1.154868,39.984598,0.000991,5.8e-05,65.0,10.015402,0.000615,asia,1.15338,1.15734,0.002674,-0.000933,1
EURUSD,BUY,1.155402,57.57387,0.000915,0.000132,65.0,7.57387,0.000592,london,1.15403,1.15769,0.00214,-0.0016,0
EURUSD,BUY,1.153935,42.037202,0.001211,-0.000209,65.0,7.962798,0.000639,asia,1.15212,1.15696,0.002001,-0.001994,0
EURUSD,SELL,1.155135,46.805637,0.000934,-4.3e-05,40.0,3.194363,0.000641,asia,1.15653,1.1528,0.002397,-0.001333,1
EURUSD,SELL,1.154335,55.763872,0.00099,-0.000236,65.0,5.763872,0.000484,london,1.15582,1.15186,0.002526,-0.001597,1
EURUSD,SELL,1.158212,64.340115,0.001722,0.000327,65.0,14.340115,0.001041,asia,1.1608,1.15391,0.002142,-0.000938,0
EURUSD,BUY,1.157407,73.782238,0.001431,0.000758,75.0,23.782238,0.001011,asia,1.15526,1.16099,0.003763,-0.001338,1
EURUSD,BUY,1.156738,41.022599,0.001139,0.000713,65.0,8.977401,0.001071,london,1.15503,1.15959,0.004432,-0.000134,1
EURUSD,BUY,1.15714,46.298035,0.001043,0.000658,40.0,3.701965,0.000609,asia,1.15557,1.15975,0.004031,0.0,1
EURUSD,BUY,1.16198,77.808255,0.000922,0.001279,75.0,27.808255,0.000768,asia,1.1606,1.16428,0.000135,-0.001618,0
EURUSD,BUY,1.16198,61.909173,0.000944,0.000992,65.0,11.909173,0.000728,new_york,1.16056,1.16434,0.000135,-0.001887,0
EURUSD,BUY,1.15942,38.006054,0.000943,0.000282,65.0,11.993946,0.000495,asia,1.15801,1.16178,0.000403,-0.001477,0
EURUSD,BUY,1.157943,29.279952,0.000691,-0.000201,75.0,20.720048,0.000416,asia,1.15691,1.15967,0.00188,-0.000134,1
EURUSD,SELL,1.159555,50.768916,0.000913,-2.7e-05,40.0,0.768916,0.000584,new_york,1.16092,1.15727,0.000403,0.0,0
EURUSD,BUY,1.16117,58.618375,0.001011,0.000246,65.0,8.618375,0.000614,asia,1.15965,1.1637,0.00081,-0.002288,0
EURUSD,BUY,1.161575,47.618046,0.00052,0.00043,40.0,2.381954,0.000514,asia,1.16079,1.16288,0.00027,-0.000809,0
EURUSD,BUY,1.160093,39.53407,0.000731,2.5e-05,65.0,10.46593,0.000389,new_york,1.159,1.16192,0.0,-0.001344,0
EURUSD,SELL,1.150616,18.422648,0.001631,-0.002265,75.0,31.577352,0.001399,asia,1.15306,1.14654,0.000265,0.0,0
EURUSD,SELL,1.15141,22.93804,0.001567,-0.002372,75.0,27.06196,0.001447,asia,1.15376,1.14749,0.005147,-0.003437,1
EURUSD,SELL,1.147447,34.500197,0.001435,-0.003157,75.0,15.499803,0.001544,new_york,1.1496,1.14386,0.004328,-0.002758,1
EURUSD,SELL,1.146395,27.551795,0.001543,-0.002672,75.0,22.448205,0.000872,asia,1.14871,1.14254,0.00419,-0.002753,1
EURUSD,SELL,1.14338,21.168189,0.000984,-0.00209,75.0,28.831811,0.000712,asia,1.14486,1.14092,0.0,0.0,0
EURUSD,SELL,1.146657,52.442564,0.001125,-0.000682,40.0,2.442564,0.000683,new_york,1.14834,1.14385,0.000526,0.0,0
EURUSD,SELL,1.14692,61.885853,0.001005,7.5e-05,65.0,11.885853,0.000676,asia,1.14843,1.14441,0.003671,-0.001839,1
EURUSD,SELL,1.146263,46.157957,0.00077,-7.3e-05,40.0,3.842043,0.000446,asia,1.14742,1.14434,0.003014,-0.001181,1
EURUSD,SELL,1.14482,39.731966,0.001218,-0.000322,65.0,10.268034,0.000752,new_york,1.14665,1.14177,0.003528,-0.001963,1
EURUSD,SELL,1.143118,38.359973,0.001188,-0.000971,65.0,11.640027,0.000775,asia,1.1449,1.14015,0.003127,-0.001696,1
EURUSD,SELL,1.142727,37.49382,0.000728,-0.000927,65.0,12.50618,0.000715,asia,1.14382,1.14091,0.001435,0.0,0
EURUSD,SELL,1.138563,18.529447,0.001163,-0.001589,75.0,31.470553,0.000479,new_york,1.14031,1.13566,0.002974,-0.0022,1
EURUSD,SELL,1.138433,24.376372,0.000853,-0.001372,75.0,25.623628,0.000482,asia,1.13971,1.1363,0.002199,-0.001424,1
EURUSD,SELL,1.136235,25.012954,0.000647,-0.001389,75.0,24.987046,0.000405,asia,1.13721,1.13462,0.002062,-0.000387,1
EURUSD,SELL,1.13443,27.082615,0.001105,-0.00171,75.0,22.917385,0.000502,new_york,1.13609,1.13167,0.0,0.0,0
EURUSD,SELL,1.135847,51.517361,0.001242,-0.000649,40.0,1.517361,0.000588,asia,1.13771,1.13274,0.002189,-0.001031,0
EURUSD,SELL,1.135718,45.456263,0.000811,-0.000194,40.0,4.543737,0.000588,asia,1.13694,1.13369,0.000773,0.0,0
EURUSD,SELL,1.137786,59.781709,0.001291,5.2e-05,65.0,9.781709,0.000678,new_york,1.13972,1.13456,0.002068,-0.001164,0
EURUSD,BUY,1.137268,51.317116,0.001246,0.000576,40.0,1.317116,0.000727,asia,1.1354,1.14038,0.003633,-0.00155,1
EURUSD,BUY,1.137915,51.220883,0.000822,0.000357,40.0,1.220883,0.000639,asia,1.13668,1.13997,0.002986,-0.000259,1
EURUSD,BUY,1.139861,60.714469,0.001466,0.001333,65.0,10.714469,0.001011,new_york,1.13766,1.14353,0.003911,-0.001427,1
EURUSD,BUY,1.138952,42.87427,0.00132,0.000414,65.0,7.12573,0.001027,asia,1.13697,1.14225,0.003644,-0.000519,1
EURUSD,BUY,1.140511,58.489684,0.000807,0.000531,65.0,8.489684,0.001076,london,1.1393,1.14253,0.002085,-0.00091,1
EURUSD,BUY,1.142596,67.906235,0.001059,0.000769,75.0,17.906235,0.000656,new_york,1.14101,1.14524,0.001176,-0.001825,0
EURUSD,BUY,1.142335,67.490455,0.000782,0.000697,75.0,17.490455,0.000656,asia,1.14116,1.14429,0.0,-0.001564,0
EURUSD,BUY,1.140251,30.87738,0.000819,-2.4e-05,75.0,19.12262,0.00062,london,1.13902,1.1423,0.0,-0.001558,0
EURUSD,BUY,1.141944,54.643488,0.001347,0.000219,40.0,4.643488,0.000967,new_york,1.13992,1.14531,0.001175,-0.002342,0
EURUSD,BUY,1.141683,57.304523,0.001182,0.000244,65.0,7.304523,0.000964,asia,1.13991,1.14464,0.0,-0.002082,0
EURUSD,BUY,1.140511,30.77933,0.000745,-0.000247,75.0,19.22067,0.000841,london,1.13939,1.14237,0.00013,-0.001559,0
EURUSD,SELL,1.138693,39.737719,0.001354,-0.000449,65.0,10.262281,0.000716,new_york,1.14072,1.13531,0.001036,-0.000518,0
EURUSD,SELL,1.138045,43.94296,0.00126,-0.000825,65.0,6.05704,0.000695,asia,1.13993,1.13489,0.000129,0.0,0
EURUSD,SELL,1.141162,80.034121,0.00076,-0.000306,75.0,30.034121,0.000653,london,1.1423,1.13926,0.0,0.0,0
EURUSD,SELL,1.145082,79.299186,0.001613,0.001287,75.0,29.299186,0.000991,new_york,1.1475,1.14105,0.004701,-0.003008,1
EURUSD,BUY,1.142596,54.867483,0.001542,0.001053,40.0,4.867483,0.00106,asia,1.14028,1.14645,0.00393,-0.000261,1
EURUSD,BUY,1.145738,72.115935,0.000888,0.001459,75.0,22.115935,0.000998,london,1.14441,1.14796,0.000262,-0.001573,0
EURUSD,BUY,1.144034,50.0,0.000843,0.000754,40.0,0.0,0.000478,new_york,1.14277,1.14614,0.000393,-0.001307,0
EURUSD,BUY,1.144165,46.429848,0.00058,7.5e-05,40.0,3.570152,0.000403,asia,1.14329,1.14562,0.0,-0.000916,0
EURUSD,BUY,1.142335,28.571056,0.000626,-0.000356,75.0,21.428944,0.000388,london,1.1414,1.1439,0.000131,-0.001043,0
EURUSD,SELL,1.14338,47.164447,0.000876,-0.000539,40.0,2.835553,0.00046,new_york,1.14469,1.14119,0.0,0.0,0
EURUSD,SELL,1.144296,67.439247,0.000728,0.000184,75.0,17.439247,0.000474,asia,1.14539,1.14248,0.002222,-0.001438,1
EURUSD,SELL,1.143118,30.009713,0.000645,-7.5e-05,75.0,19.990287,0.000364,london,1.14409,1.14151,0.000392,0.0,0
EURUSD,BUY,1.142596,29.028652,0.00085,2.6e-05,75.0,20.971348,0.00036,new_york,1.14132,1.14472,0.000653,-0.001434,0
EURUSD,SELL,1.141162,26.822365,0.001044,-0.000618,75.0,23.177635,0.000406,asia,1.14273,1.13855,0.000911,0.0,0
EURUSD,SELL,1.141422,43.748809,0.001005,-0.000439,65.0,6.251191,0.000511,london,1.14293,1.13891,0.001951,-0.000391,0
EURUSD,SELL,1.141683,50.70457,0.001228,-0.000615,40.0,0.70457,0.000684,new_york,1.14352,1.13861,0.0,0.0,0
EURUSD,SELL,1.142857,59.713704,0.001107,9.6e-05,65.0,9.713704,0.000706,asia,1.14452,1.14009,0.000522,0.0,0
EURUSD,BUY,1.142988,50.0,0.000793,0.000488,40.0,0.0,0.000627,london,1.1418,1.14497,0.002225,-0.000522,1
EURUSD,BUY,1.144034,58.062761,0.000981,0.000547,65.0,8.062761,0.0005,new_york,1.14256,1.14649,0.000393,-0.001568,0
EURUSD,BUY,1.144427,65.216099,0.000822,0.000478,75.0,15.216099,0.000533,asia,1.14319,1.14648,0.001968,-0.001439,0
EURUSD,BUY,1.14338,48.080288,0.000842,0.000317,40.0,1.919712,0.000528,london,1.14212,1.14548,0.000654,-0.001567,0
EURUSD,BUY,1.14338,32.760295,0.000981,-9.1e-05,75.0,17.239705,0.000575,new_york,1.14191,1.14583,0.0,-0.001827,0
EURUSD,SELL,1.139991,27.443354,0.001006,-0.000823,75.0,22.556646,0.000567,asia,1.1415,1.13748,0.00052,0.0,0
EURUSD,SELL,1.14338,57.760287,0.001079,-0.000335,65.0,7.760287,0.000816,london,1.145,1.14068,0.003259,-0.001567,1
EURUSD,SELL,1.138952,45.074951,0.001294,-0.000801,40.0,4.925049,0.000831,new_york,1.14089,1.13572,0.000778,-0.000259,0
EURUSD,SELL,1.139212,15.878139,0.000891,-0.000952,75.0,34.121861,0.000769,asia,1.14055,1.13698,0.000389,0.0,0
EURUSD,SELL,1.140381,73.336394,0.00076,-0.000234,75.0,23.336394,0.000472,london,1.14152,1.13848,0.001039,0.0,0
EURUSD,SELL,1.142596,60.357891,0.00151,0.000717,65.0,10.357891,0.00096,new_york,1.14486,1.13882,0.001565,-0.000392,0
EURUSD,BUY,1.143903,63.072548,0.001289,0.000721,65.0,13.072548,0.000972,asia,1.14197,1.14713,0.000786,-0.002481,0
EURUSD,BUY,1.142074,46.672746,0.000766,0.000738,40.0,3.327254,0.000584,london,1.14093,1.14399,0.002353,-0.001042,1
EURUSD,BUY,1.14771,68.058288,0.001168,0.000853,75.0,18.058288,0.000782,new_york,1.14596,1.15063,0.000659,-0.002628,0
EURUSD,BUY,1.14692,79.348581,0.001124,0.001138,75.0,29.348581,0.000799,asia,1.14523,1.14973,0.001053,-0.001839,0
EURUSD,BUY,1.14692,51.848869,0.000639,0.000862,40.0,1.848869,0.000673,london,1.14596,1.14852,0.000395,-0.001839,0
XAUUSD,SELL,3690.699951,65.90901,9.200003,1.738812,75.0,15.90901,0.001523,new_york,3700.69995,3667.69994,24.199951,-15.800049,1
XAUUSD,BUY,3678.699951,46.271339,9.114293,-0.904991,40.0,3.728661,0.001096,asia,3668.69995,3701.48568,8.800049,-12.199951,0
XAUUSD,SELL,3670.699951,36.228728,7.99285,-2.671503,65.0,13.771272,0.001105,asia,3680.69995,3650.71783,19.699951,-10.5,0
XAUUSD,SELL,3668.0,37.213338,11.599958,-4.06653,65.0,12.786662,0.001182,new_york,3678.0,3639.0001,0.0,0.0,0
XAUUSD,SELL,3669.199951,55.398908,9.971418,-2.268928,65.0,5.398908,0.001192,asia,3679.19995,3644.27141,1.899902,0.0,0
XAUUSD,SELL,3686.300049,63.595615,6.035732,3.589678,65.0,13.595615,0.001186,london,3695.35365,3671.21072,17.199951,-6.800049,1
XAUUSD,BUY,3682.300049,47.337324,7.307164,3.451486,40.0,2.662676,0.001218,new_york,3672.30005,3700.56796,7.199951,-13.199951,0
XAUUSD,BUY,3670.600098,36.557078,7.085658,1.241968,65.0,13.442922,0.001102,asia,3660.6001,3688.31424,17.799805,-7.800049,1
XAUUSD,BUY,3682.399902,45.437434,6.899955,-0.223811,40.0,4.562566,0.001135,london,3672.3999,3699.64979,19.800049,-9.0,1
XAUUSD,BUY,3718.100098,77.108717,9.835693,5.890783,75.0,27.108717,0.001663,new_york,3708.1001,3742.68933,21.799805,-10.400146,0
XAUUSD,BUY,3717.699951,75.944825,9.721383,9.803547,75.0,25.944825,0.001701,asia,3707.69995,3742.00341,22.199951,-14.899902,0
XAUUSD,BUY,3736.300049,66.556452,7.39284,11.272101,75.0,16.556452,0.001694,london,3726.30005,3754.78215,1.300049,-12.199951,0
XAUUSD,BUY,3723.800049,53.835791,9.14284,8.401111,40.0,3.835791,0.001561,new_york,3713.80005,3746.65715,9.0,-11.400146,0
XAUUSD,BUY,3718.800049,36.441989,8.435704,3.127468,65.0,13.558011,0.001563,asia,3708.80005,3739.88931,3.899902,-11.100098,0
XAUUSD,BUY,3697.0,20.28091,7.449986,-5.426858,75.0,29.71909,0.001191,london,3687.0,3715.62497,21.600098,-1.600098,1
XAUUSD,SELL,3685.899902,32.4718,12.992833,-3.931083,75.0,17.5282,0.002516,new_york,3695.8999,3653.41782,4.899902,0.0,0
XAUUSD,SELL,3693.0,38.350072,14.214268,-7.373035,65.0,11.649928,0.00266,asia,3703.0,3657.46433,25.699951,-7.399902,0
XAUUSD,SELL,3700.699951,53.213844,11.585676,-4.384624,40.0,3.213844,0.002988,london,3710.69995,3671.73576,40.199951,-2.899902,1
XAUUSD,SELL,3679.699951,47.244036,11.699986,-7.84832,40.0,2.755964,0.002351,new_york,3689.69995,3650.44999,15.300049,-4.800049,0
XAUUSD,SELL,3691.5,66.947645,7.699986,-4.562296,75.0,16.947645,0.001751,asia,3701.5,3672.25003,15.600098,-7.199951,0
XAUUSD,SELL,3681.699951,57.24493,9.178589,-1.258625,65.0,7.24493,0.001225,london,3691.69995,3658.75348,5.5,0.0,0
XAUUSD,BUY,3719.399902,80.680047,8.935704,8.086531,75.0,30.680047,0.001483,asia,3709.3999,3741.73916,34.0,0.0,1
XAUUSD,BUY,3758.800049,90.730225,8.792864,20.132003,75.0,40.730225,0.001561,london,3748.80005,3780.78221,0.699951,-12.800049,0
XAUUSD,BUY,3781.199951,86.50647,9.664289,22.356336,75.0,36.50647,0.001354,new_york,3771.19995,3805.36067,28.400146,-8.800049,1
XAUUSD,BUY,3778.800049,67.021375,8.635725,18.461835,75.0,17.021375,0.001445,asia,3768.80005,3800.38936,30.800049,-1.400146,1
XAUUSD,BUY,3817.600098,77.231697,11.178571,19.936975,75.0,27.231697,0.001806,london,3807.6001,3845.54653,4.0,-11.0,0
