symbol,t,has_h4,has_h1,has_m15,h4_open,h4_high,h4_low,h4_close,h4_volume,h1_open,h1_high,h1_low,h1_close,h1_volume
EURUSD,1739347200.0,0,1,0,,,,,,1.0376672744750977,1.0380982160568237,1.0372368097305298,1.0373444557189941,0.0
EURUSD,1739350800.0,0,1,0,,,,,,1.0372368097305298,1.0376672744750977,1.036806583404541,1.0375596284866333,0.0
EURUSD,1739354400.0,0,1,0,,,,,,1.0376672744750977,1.037882685661316,1.0372368097305298,1.0377750396728516,0.0
EURUSD,1739358000.0,0,1,0,,,,,,1.037882685661316,1.0387451648712158,1.0376672744750977,1.0377750396728516,0.0
EURUSD,1739361600.0,0,1,0,,,,,,1.0377750396728516,1.0379904508590698,1.037451982498169,1.037882685661316,0.0
EURUSD,1739365200.0,0,1,0,,,,,,1.0376672744750977,1.0377750396728516,1.0320981740951538,1.033698558807373,0.0
EURUSD,1739368800.0,0,1,0,,,,,,1.033484935760498,1.0355182886123657,1.0328444242477417,1.0351966619491577,0.0
EURUSD,1739372400.0,0,1,0,,,,,,1.0351966619491577,1.0382059812545776,1.0342330932617188,1.0375596284866333,0.0
EURUSD,1739376000.0,0,1,0,,,,,,1.0377750396728516,1.0395010709762573,1.0354111194610596,1.0395010709762573,0.0
EURUSD,1739379600.0,0,1,0,,,,,,1.0393929481506348,1.0429704189300537,1.0393929481506348,1.0429704189300537,0.0
EURUSD,1739383200.0,0,1,0,,,,,,1.0429704189300537,1.0431879758834839,1.0390689373016357,1.0391769409179688,0.0
EURUSD,1739386800.0,0,1,0,,,,,,1.0391769409179688,1.0396090745925903,1.0387451648712158,1.0393929481506348,0.0
EURUSD,1739390400.0,0,1,0,,,,,,1.0393929481506348,1.0400415658950806,1.0390689373016357,1.0395010709762573,0.0
EURUSD,1739394000.0,0,1,0,,,,,,1.0395010709762573,1.0395010709762573,1.038421630859375,1.0385295152664185,0.0
EURUSD,1739397600.0,0,1,0,,,,,,1.0385295152664185,1.0390689373016357,1.038421630859375,1.0387451648712158,0.0
EURUSD,1739401200.0,0,1,0,,,,,,1.0389610528945923,1.0393929481506348,1.0388531684875488,1.0393929481506348,0.0
EURUSD,1739404800.0,0,1,0,,,,,,1.0395010709762573,1.0402579307556152,1.0391769409179688,1.0391769409179688,0.0
EURUSD,1739408400.0,0,1,0,,,,,,1.0392849445343018,1.040474534034729,1.0390689373016357,1.0402579307556152,0.0
EURUSD,1739412000.0,0,1,0,,,,,,1.0402579307556152,1.0410159826278687,1.039933443069458,1.0406910181045532,0.0
EURUSD,1739415600.0,0,1,0,,,,,,1.0406910181045532,1.0424268245697021,1.0406910181045532,1.0421009063720703,0.0
EURUSD,1739419200.0,0,1,0,,,,,,1.0421009063720703,1.0438413619995117,1.0421009063720703,1.0437324047088623,0.0
EURUSD,1739422800.0,0,1,0,,,,,,1.0437324047088623,1.0440592765808105,1.0434056520462036,1.0437324047088623,0.0
EURUSD,1739426400.0,0,1,0,,,,,,1.0438413619995117,1.0441683530807495,1.0431879758834839,1.0434056520462036,0.0
EURUSD,1739430000.0,0,1,0,,,,,,1.0437324047088623,1.0438413619995117,1.0426441431045532,1.0427528619766235,0.0
EURUSD,1739433600.0,0,1,0,,,,,,1.0428615808486938,1.0428615808486938,1.0413411855697632,1.0415581464767456,0.0
EURUSD,1739437200.0,0,1,0,,,,,,1.0416667461395264,1.0427528619766235,1.0414496660232544,1.0426441431045532,0.0
EURUSD,1739440800.0,0,1,0,,,,,,1.042535424232483,1.0431879758834839,1.0416667461395264,1.0418837070465088,0.0
EURUSD,1739444400.0,0,1,0,,,,,,1.0418837070465088,1.0429704189300537,1.0398253202438354,1.0405826568603516,0.0
EURUSD,1739448000.0,0,1,0,,,,,,1.040474534034729,1.040474534034729,1.0388531684875488,1.0391769409179688,0.0
EURUSD,1739451600.0,0,1,0,,,,,,1.0392849445343018,1.0409077405929565,1.0380982160568237,1.0396090745925903,0.0
EURUSD,1739455200.0,0,1,0,,,,,,1.0395010709762573,1.0403661727905273,1.0386372804641724,1.0401498079299927,0.0
EURUSD,1739458800.0,0,1,0,,,,,,1.0403661727905273,1.0438413619995117,1.0403661727905273,1.0437324047088623,0.0
EURUSD,1739462400.0,0,1,0,,,,,,1.043623447418213,1.0447137355804443,1.0427528619766235,1.043079137802124,0.0
EURUSD,1739466000.0,0,1,0,,,,,,1.0429704189300537,1.0440592765808105,1.0428615808486938,1.0429704189300537,0.0
EURUSD,1739469600.0,0,1,0,,,,,,1.0427528619766235,1.0432968139648438,1.0383137464523315,1.0416667461395264,0.0
EURUSD,1739473200.0,0,1,0,,,,,,1.0411244630813599,1.0444954633712769,1.0411244630813599,1.0439503192901611,0.0
EURUSD,1739476800.0,0,1,0,,,,,,1.0439503192901611,1.0467915534973145,1.0438413619995117,1.046462893486023,0.0
EURUSD,1739480400.0,0,1,0,,,,,,1.046462893486023,1.0469011068344116,1.0460251569747925,1.0466820001602173,0.0
EURUSD,1739484000.0,0,1,0,,,,,,1.0466820001602173,1.0481081008911133,1.0466820001602173,1.0470107793807983,0.0
EURUSD,1739487600.0,0,1,0,,,,,,1.0470107793807983,1.0470107793807983,1.0459157228469849,1.0463534593582153,0.0
EURUSD,1739491200.0,0,1,0,,,,,,1.0465724468231201,1.0469011068344116,1.0461344718933105,1.0463534593582153,0.0
EURUSD,1739494800.0,0,1,0,,,,,,1.0463534593582153,1.0469011068344116,1.0461344718933105,1.0461344718933105,0.0
EURUSD,1739498400.0,0,1,0,,,,,,1.0461344718933105,1.0463534593582153,1.0458062887191772,1.0459157228469849,0.0
EURUSD,1739502000.0,0,1,0,,,,,,1.0459157228469849,1.046462893486023,1.0456969738006592,1.0461344718933105,0.0
EURUSD,1739505600.0,0,1,0,,,,,,1.0461344718933105,1.0466820001602173,1.0458062887191772,1.0458062887191772,0.0
EURUSD,1739509200.0,0,1,0,,,,,,1.0458062887191772,1.0459157228469849,1.0450413227081299,1.0455876588821411,0.0
EURUSD,1739512800.0,0,1,0,,,,,,1.045478343963623,1.0462440252304077,1.045478343963623,1.0462440252304077,0.0
EURUSD,1739516400.0,0,1,0,,,,,,1.0462440252304077,1.0474494695663452,1.0462440252304077,1.0467915534973145,0.0
EURUSD,1739520000.0,0,1,0,,,,,,1.0469011068344116,1.0489877462387085,1.0466820001602173,1.0478885173797607,0.0
EURUSD,1739523600.0,0,1,0,,,,,,1.047998309135437,1.0490977764129639,1.047998309135437,1.048327922821045,0.0
EURUSD,1739527200.0,0,1,0,,,,,,1.048327922821045,1.0484378337860107,1.0467915534973145,1.0467915534973145,0.0
EURUSD,1739530800.0,0,1,0,,,,,,1.0467915534973145,1.0472300052642822,1.0465724468231201,1.0470107793807983,0.0
EURUSD,1739534400.0,0,1,0,,,,,,1.0469011068344116,1.0476689338684082,1.0460251569747925,1.0473397970199585,0.0
EURUSD,1739538000.0,0,1,0,,,,,,1.0474494695663452,1.0499789714813232,1.0474494695663452,1.0490977764129639,0.0
EURUSD,1739541600.0,0,1,0,,,,,,1.0492078065872192,1.0516352653503418,1.0492078065872192,1.0509721040725708,0.0
EURUSD,1739545200.0,0,1,0,,,,,,1.051193118095398,1.0515247583389282,1.049538254737854,1.051193118095398,0.0
EURUSD,1739548800.0,0,1,0,,,,,,1.0510826110839844,1.051193118095398,1.0499789714813232,1.0500892400741577,0.0
EURUSD,1739552400.0,0,1,0,,,,,,1.0500892400741577,1.051193118095398,1.0498688220977783,1.051193118095398,0.0
EURUSD,1739556000.0,0,1,0,,,,,,1.0509721040725708,1.0509721040725708,1.0503098964691162,1.0506409406661987,0.0
EURUSD,1739559600.0,0,1,0,,,,,,1.0507513284683228,1.0507513284683228,1.0497585535049438,1.0501995086669922,0.0
EURUSD,1739563200.0,1,1,0,1.0500892400741577,1.0500892400741577,1.0492078065872192,1.049538254737854,0.0,1.0500892400741577,1.0500892400741577,1.049428105354309,1.049428105354309,0.0
EURUSD,1739566800.0,1,1,0,1.0500892400741577,1.0500892400741577,1.0492078065872192,1.049538254737854,0.0,1.049428105354309,1.0497585535049438,1.0492078065872192,1.049538254737854,0.0
EURUSD,1739570400.0,1,1,0,1.0500892400741577,1.0500892400741577,1.0492078065872192,1.049538254737854,0.0,1.049648404121399,1.049648404121399,1.049538254737854,1.049538254737854,0.0
EURUSD,1739750400.0,1,1,0,1.0490977764129639,1.0508617162704468,1.0488777160644531,1.0497585535049438,0.0,1.0490977764129639,1.049538254737854,1.0488777160644531,1.049538254737854,0.0
EURUSD,1739754000.0,1,1,0,1.0490977764129639,1.0508617162704468,1.0488777160644531,1.0497585535049438,0.0,1.049428105354309,1.0508617162704468,1.0493179559707642,1.0507513284683228,0.0
EURUSD,1739757600.0,1,1,0,1.0490977764129639,1.0508617162704468,1.0488777160644531,1.0497585535049438,0.0,1.0507513284683228,1.0507513284683228,1.0499789714813232,1.0504201650619507,0.0
EURUSD,1739761200.0,1,1,0,1.0490977764129639,1.0508617162704468,1.0488777160644531,1.0497585535049438,0.0,1.0503098964691162,1.0506409406661987,1.0497585535049438,1.0497585535049438,0.0
EURUSD,1739764800.0,1,1,0,1.0497585535049438,1.0500892400741577,1.0485477447509766,1.0485477447509766,0.0,1.0497585535049438,1.0499789714813232,1.0492078065872192,1.0497585535049438,0.0
EURUSD,1739768400.0,1,1,0,1.0497585535049438,1.0500892400741577,1.0485477447509766,1.0485477447509766,0.0,1.0498688220977783,1.0500892400741577,1.0487676858901978,1.0493179559707642,0.0
EURUSD,1739772000.0,1,1,0,1.0497585535049438,1.0500892400741577,1.0485477447509766,1.0485477447509766,0.0,1.0492078065872192,1.049538254737854,1.0490977764129639,1.049428105354309,0.0
EURUSD,1739775600.0,1,1,0,1.0497585535049438,1.0500892400741577,1.0485477447509766,1.0485477447509766,0.0,1.049428105354309,1.0497585535049438,1.0485477447509766,1.0485477447509766,0.0
EURUSD,1739779200.0,1,1,0,1.048657774925232,1.0492078065872192,1.0474494695663452,1.0485477447509766,0.0,1.048657774925232,1.048657774925232,1.0474494695663452,1.0476689338684082,0.0
EURUSD,1739782800.0,1,1,0,1.048657774925232,1.0492078065872192,1.0474494695663452,1.0485477447509766,0.0,1.0475592613220215,1.048327922821045,1.0474494695663452,1.0476689338684082,0.0
EURUSD,1739786400.0,1,1,0,1.048657774925232,1.0492078065872192,1.0474494695663452,1.0485477447509766,0.0,1.0476689338684082,1.0490977764129639,1.0476689338684082,1.0490977764129639,0.0
EURUSD,1739790000.0,1,1,0,1.048657774925232,1.0492078065872192,1.0474494695663452,1.0485477447509766,0.0,1.0492078065872192,1.0492078065872192,1.0481081008911133,1.0485477447509766,0.0
EURUSD,1739793600.0,1,1,0,1.0484378337860107,1.0487676858901978,1.0470107793807983,1.048327922821045,0.0,1.0484378337860107,1.0487676858901978,1.0472300052642822,1.0474494695663452,0.0
EURUSD,1739797200.0,1,1,0,1.0484378337860107,1.0487676858901978,1.0470107793807983,1.048327922821045,0.0,1.0476689338684082,1.047998309135437,1.0470107793807983,1.0476689338684082,0.0
EURUSD,1739800800.0,1,1,0,1.0484378337860107,1.0487676858901978,1.0470107793807983,1.048327922821045,0.0,1.0476689338684082,1.048218011856079,1.0474494695663452,1.048218011856079,0.0
EURUSD,1739804400.0,1,1,0,1.0484378337860107,1.0487676858901978,1.0470107793807983,1.048327922821045,0.0,1.0481081008911133,1.0485477447509766,1.0477787256240845,1.048327922821045,0.0
EURUSD,1739808000.0,1,1,0,1.048327922821045,1.0487676858901978,1.047998309135437,1.0484378337860107,0.0,1.048327922821045,1.0485477447509766,1.047998309135437,1.048218011856079,0.0
EURUSD,1739811600.0,1,1,0,1.048327922821045,1.0487676858901978,1.047998309135437,1.0484378337860107,0.0,1.0481081008911133,1.0487676858901978,1.0481081008911133,1.0485477447509766,0.0
EURUSD,1739815200.0,1,1,0,1.048327922821045,1.0487676858901978,1.047998309135437,1.0484378337860107,0.0,1.0485477447509766,1.0485477447509766,1.048218011856079,1.0485477447509766,0.0
EURUSD,1739818800.0,1,1,0,1.048327922821045,1.0487676858901978,1.047998309135437,1.0484378337860107,0.0,1.0484378337860107,1.0487676858901978,1.048327922821045,1.0484378337860107,0.0
EURUSD,1739822400.0,1,1,0,1.0484378337860107,1.0493179559707642,1.0477787256240845,1.0487676858901978,0.0,1.0484378337860107,1.048657774925232,1.048327922821045,1.048657774925232,0.0
EURUSD,1739826000.0,1,1,0,1.0484378337860107,1.0493179559707642,1.0477787256240845,1.0487676858901978,0.0,1.048657774925232,1.0487676858901978,1.0485477447509766,1.048657774925232,0.0
EURUSD,1739829600.0,1,1,0,1.0484378337860107,1.0493179559707642,1.0477787256240845,1.0487676858901978,0.0,1.0477787256240845,1.0493179559707642,1.0477787256240845,1.0484378337860107,0.0
EURUSD,1739833200.0,1,1,0,1.0484378337860107,1.0493179559707642,1.0477787256240845,1.0487676858901978,0.0,1.048218011856079,1.0488777160644531,1.0481081008911133,1.0487676858901978,0.0
EURUSD,1739836800.0,1,1,0,1.0487676858901978,1.0488777160644531,1.046462893486023,1.0465724468231201,0.0,1.0487676858901978,1.0488777160644531,1.0476689338684082,1.0476689338684082,0.0
EURUSD,1739840400.0,1,1,0,1.0487676858901978,1.0488777160644531,1.046462893486023,1.0465724468231201,0.0,1.0476689338684082,1.0477787256240845,1.0466820001602173,1.0469011068344116,0.0
EURUSD,1739844000.0,1,1,0,1.0487676858901978,1.0488777160644531,1.046462893486023,1.0465724468231201,0.0,1.0470107793807983,1.0473397970199585,1.0469011068344116,1.0470107793807983,0.0
EURUSD,1739847600.0,1,1,0,1.0487676858901978,1.0488777160644531,1.046462893486023,1.0465724468231201,0.0,1.047120451927185,1.0474494695663452,1.046462893486023,1.0465724468231201,0.0
EURUSD,1739851200.0,1,1,0,1.0465724468231201,1.047120451927185,1.045478343963623,1.0465724468231201,0.0,1.0465724468231201,1.0466820001602173,1.0458062887191772,1.0460251569747925,0.0
EURUSD,1739854800.0,1,1,0,1.0465724468231201,1.047120451927185,1.045478343963623,1.0465724468231201,0.0,1.0460251569747925,1.0461344718933105,1.045478343963623,1.0458062887191772,0.0
EURUSD,1739858400.0,1,1,0,1.0465724468231201,1.047120451927185,1.045478343963623,1.0465724468231201,0.0,1.0458062887191772,1.046462893486023,1.0458062887191772,1.046462893486023,0.0
EURUSD,1739862000.0,1,1,0,1.0465724468231201,1.047120451927185,1.045478343963623,1.0465724468231201,0.0,1.046462893486023,1.047120451927185,1.0462440252304077,1.0465724468231201,0.0
EURUSD,1739865600.0,1,1,0,1.0466820001602173,1.0472300052642822,1.0459157228469849,1.0465724468231201,0.0,1.0466820001602173,1.0472300052642822,1.0459157228469849,1.0460251569747925,0.0
EURUSD,1739869200.0,1,1,0,1.0466820001602173,1.0472300052642822,1.0459157228469849,1.0465724468231201,0.0,1.0460251569747925,1.0467915534973145,1.0459157228469849,1.0466820001602173,0.0
EURUSD,1739872800.0,1,1,0,1.0466820001602173,1.0472300052642822,1.0459157228469849,1.0465724468231201,0.0,1.0467915534973145,1.0469011068344116,1.0462440252304077,1.0463534593582153,0.0
EURUSD,1739876400.0,1,1,0,1.0466820001602173,1.0472300052642822,1.0459157228469849,1.0465724468231201,0.0,1.0465724468231201,1.0467915534973145,1.046462893486023,1.0465724468231201,0.0
EURUSD,1739880000.0,1,1,0,1.0465724468231201,1.0470107793807983,1.0444954633712769,1.0469011068344116,0.0,1.0465724468231201,1.0470107793807983,1.0456969738006592,1.0458062887191772,0.0
EURUSD,1739883600.0,1,1,0,1.0465724468231201,1.0470107793807983,1.0444954633712769,1.0469011068344116,0.0,1.0459157228469849,1.0459157228469849,1.0446046590805054,1.0447137355804443,0.0
EURUSD,1739887200.0,1,1,0,1.0465724468231201,1.0470107793807983,1.0444954633712769,1.0469011068344116,0.0,1.0447137355804443,1.0456969738006592,1.0444954633712769,1.045369029045105,0.0
EURUSD,1739890800.0,1,1,0,1.0465724468231201,1.0470107793807983,1.0444954633712769,1.0469011068344116,0.0,1.0456969738006592,1.0469011068344116,1.0455876588821411,1.0469011068344116,0.0
EURUSD,1739894400.0,1,1,0,1.0469011068344116,1.047120451927185,1.0439503192901611,1.0448229312896729,0.0,1.0469011068344116,1.047120451927185,1.0456969738006592,1.0459157228469849,0.0
EURUSD,1739898000.0,1,1,0,1.0469011068344116,1.047120451927185,1.0439503192901611,1.0448229312896729,0.0,1.0458062887191772,1.0458062887191772,1.044277310371399,1.0448229312896729,0.0
EURUSD,1739901600.0,1,1,0,1.0469011068344116,1.047120451927185,1.0439503192901611,1.0448229312896729,0.0,1.0449320077896118,1.0450413227081299,1.0439503192901611,1.0447137355804443,0.0
EURUSD,1739905200.0,1,1,0,1.0469011068344116,1.047120451927185,1.0439503192901611,1.0448229312896729,0.0,1.0446046590805054,1.045259714126587,1.044386386871338,1.0448229312896729,0.0
EURUSD,1739908800.0,1,1,0,1.0446046590805054,1.045478343963623,1.0444954633712769,1.0450413227081299,0.0,1.0446046590805054,1.0450413227081299,1.0444954633712769,1.0450413227081299,0.0
EURUSD,1739912400.0,1,1,0,1.0446046590805054,1.045478343963623,1.0444954633712769,1.0450413227081299,0.0,1.0449320077896118,1.045259714126587,1.0448229312896729,1.0448229312896729,0.0
EURUSD,1739916000.0,1,1,0,1.0446046590805054,1.045478343963623,1.0444954633712769,1.0450413227081299,0.0,1.0448229312896729,1.045478343963623,1.0447137355804443,1.045478343963623,0.0
EURUSD,1739919600.0,1,1,0,1.0446046590805054,1.045478343963623,1.0444954633712769,1.0450413227081299,0.0,1.0451505184173584,1.0451505184173584,1.0448229312896729,1.0450413227081299,0.0
EURUSD,1739923200.0,1,1,0,1.0450413227081299,1.045478343963623,1.0444954633712769,1.045369029045105,0.0,1.0450413227081299,1.045259714126587,1.0447137355804443,1.0449320077896118,0.0
EURUSD,1739926800.0,1,1,0,1.0450413227081299,1.045478343963623,1.0444954633712769,1.045369029045105,0.0,1.0449320077896118,1.0450413227081299,1.0444954633712769,1.0449320077896118,0.0
EURUSD,1739930400.0,1,1,0,1.0450413227081299,1.045478343963623,1.0444954633712769,1.045369029045105,0.0,1.0449320077896118,1.045478343963623,1.0447137355804443,1.045478343963623,0.0
EURUSD,1739934000.0,1,1,0,1.0450413227081299,1.045478343963623,1.0444954633712769,1.045369029045105,0.0,1.045369029045105,1.045478343963623,1.0450413227081299,1.045369029045105,0.0
EURUSD,1739937600.0,1,1,0,1.045369029045105,1.046462893486023,1.0451505184173584,1.045478343963623,0.0,1.045369029045105,1.0455876588821411,1.0451505184173584,1.045478343963623,0.0
EURUSD,1739941200.0,1,1,0,1.045369029045105,1.046462893486023,1.0451505184173584,1.045478343963623,0.0,1.045478343963623,1.0459157228469849,1.0451505184173584,1.0459157228469849,0.0
EURUSD,1739944800.0,1,1,0,1.045369029045105,1.046462893486023,1.0451505184173584,1.045478343963623,0.0,1.0459157228469849,1.046462893486023,1.0456969738006592,1.0456969738006592,0.0
EURUSD,1739948400.0,1,1,0,1.045369029045105,1.046462893486023,1.0451505184173584,1.045478343963623,0.0,1.0460251569747925,1.0460251569747925,1.0451505184173584,1.045478343963623,0.0
EURUSD,1739952000.0,1,1,0,1.045478343963623,1.0456969738006592,1.042209506034851,1.0427528619766235,0.0,1.045478343963623,1.0456969738006592,1.044277310371399,1.044386386871338,0.0
EURUSD,1739955600.0,1,1,0,1.045478343963623,1.0456969738006592,1.042209506034851,1.0427528619766235,0.0,1.0441683530807495,1.0446046590805054,1.0431879758834839,1.0432968139648438,0.0
EURUSD,1739959200.0,1,1,0,1.045478343963623,1.0456969738006592,1.042209506034851,1.0427528619766235,0.0,1.0429704189300537,1.0431879758834839,1.042209506034851,1.0427528619766235,0.0
EURUSD,1739962800.0,1,1,0,1.045478343963623,1.0456969738006592,1.042209506034851,1.0427528619766235,0.0,1.042535424232483,1.043514609336853,1.0423181056976318,1.0427528619766235,0.0
EURUSD,1739966400.0,1,1,0,1.042535424232483,1.044277310371399,1.042535424232483,1.0427528619766235,0.0,1.042535424232483,1.0432968139648438,1.042535424232483,1.043079137802124,0.0
EURUSD,1739970000.0,1,1,0,1.042535424232483,1.044277310371399,1.042535424232483,1.0427528619766235,0.0,1.0431879758834839,1.0437324047088623,1.0428615808486938,1.043623447418213,0.0
EURUSD,1739973600.0,1,1,0,1.042535424232483,1.044277310371399,1.042535424232483,1.0427528619766235,0.0,1.043623447418213,1.0439503192901611,1.0429704189300537,1.043623447418213,0.0
EURUSD,1739977200.0,1,1,0,1.042535424232483,1.044277310371399,1.042535424232483,1.0427528619766235,0.0,1.0437324047088623,1.044277310371399,1.042535424232483,1.0427528619766235,0.0
EURUSD,1739980800.0,1,1,0,1.0426441431045532,1.043514609336853,1.0403661727905273,1.0428615808486938,0.0,1.0426441431045532,1.0426441431045532,1.0407993793487549,1.0407993793487549,0.0
EURUSD,1739984400.0,1,1,0,1.0426441431045532,1.043514609336853,1.0403661727905273,1.0428615808486938,0.0,1.0406910181045532,1.0415581464767456,1.0403661727905273,1.0412328243255615,0.0
EURUSD,1739988000.0,1,1,0,1.0426441431045532,1.043514609336853,1.0403661727905273,1.0428615808486938,0.0,1.0414496660232544,1.0423181056976318,1.0411244630813599,1.0421009063720703,0.0
EURUSD,1739991600.0,1,1,0,1.0426441431045532,1.043514609336853,1.0403661727905273,1.0428615808486938,0.0,1.0423181056976318,1.043514609336853,1.042209506034851,1.0428615808486938,0.0
EURUSD,1739995200.0,1,1,0,1.0427528619766235,1.043079137802124,1.0423181056976318,1.0423181056976318,0.0,1.0427528619766235,1.0429704189300537,1.0423181056976318,1.0428615808486938,0.0
EURUSD,1739998800.0,1,1,0,1.0427528619766235,1.043079137802124,1.0423181056976318,1.0423181056976318,0.0,1.0427528619766235,1.0429704189300537,1.042535424232483,1.0426441431045532,0.0
EURUSD,1740002400.0,1,1,0,1.0427528619766235,1.043079137802124,1.0423181056976318,1.0423181056976318,0.0,1.0429704189300537,1.043079137802124,1.0424268245697021,1.0426441431045532,0.0
EURUSD,1740006000.0,1,1,0,1.0427528619766235,1.043079137802124,1.0423181056976318,1.0423181056976318,0.0,1.0427528619766235,1.0428615808486938,1.0423181056976318,1.0423181056976318,0.0
EURUSD,1740009600.0,1,1,0,1.0424268245697021,1.0440592765808105,1.042209506034851,1.0434056520462036,0.0,1.0424268245697021,1.0431879758834839,1.0423181056976318,1.0431879758834839,0.0
